model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit,avg_proj,refusal_detected,format_violation,choice_margin,answer_entropy
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.43270964175462723,0.6919435858726501,0.38612418704724405,12.5,0.186993096023798,0.30468153953552246,0,0.43270964175462723,0,0,12.5,0.38612418704724405
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.14161167666316032,-0.08655238896608353,0.2651764984402689,11.75,0.2455664724111557,0.34969377517700195,0,-0.14161167666316032,0,0,11.75,0.2651764984402689
Qwen2.5-7B-Instruct,0,medqa,,0,1,0.009824464097619057,0.059256285429000854,0.2716788351535797,4.25,0.22343838214874268,0.3454788327217102,0,0.009824464097619057,0,0,4.25,0.2716788351535797
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.013920241966843605,0.0785159170627594,0.6791848540306091,3.0,0.10343755618669093,0.19912484288215637,0,0.013920241966843605,0,0,3.0,0.6791848540306091
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.043696098029613495,0.18027405440807343,0.21697731455788016,6.25,0.3099298644810915,0.5707077383995056,0,-0.043696098029613495,0,0,6.25,0.21697731455788016
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.14534805715084076,0.11162963509559631,0.17026443406939507,2.75,0.35864607989788055,0.5493462085723877,0,-0.14534805715084076,0,0,2.75,0.17026443406939507
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.17146306997165084,0.3505842089653015,0.3794657785911113,8.25,0.1678775381296873,0.30203765630722046,0,0.17146306997165084,0,0,8.25,0.3794657785911113
Qwen2.5-7B-Instruct,0,medqa,,0,1,0.1088196374475956,0.17326253652572632,0.37626269459724426,2.5,0.18339582532644272,0.18451428413391113,0,0.1088196374475956,0,0,2.5,0.37626269459724426
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.2981024645268917,-0.0862002894282341,0.3681045889907182,14.25,0.19527620635926723,0.3475196957588196,0,-0.2981024645268917,0,0,14.25,0.3681045889907182
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.2528248205780983,-0.16722916066646576,0.28989872336387634,2.75,0.18899596109986305,0.2615405321121216,0,-0.2528248205780983,0,0,2.75,0.28989872336387634
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.2717781364917755,0.3113744556903839,0.07802347325559822,12.375,0.2931809648871422,0.3437075614929199,0,0.2717781364917755,0,0,12.375,0.07802347325559822
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.04927443619817495,0.11122983694076538,0.3227804844500497,8.75,0.2116758804768324,0.3744209110736847,0,0.04927443619817495,0,0,8.75,0.3227804844500497
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.23412475362420082,-0.07992137223482132,0.5202010124921799,1.0,0.3262603431940079,0.5536413192749023,0,-0.23412475362420082,0,0,1.0,0.5202010124921799
Qwen2.5-7B-Instruct,0,medqa,,0,1,0.3900226503610611,0.49020111560821533,0.3766501918435097,5.5,0.3503071516752243,0.5430096983909607,0,0.3900226503610611,0,0,5.5,0.3766501918435097
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.10278135538101196,0.19686511158943176,0.4651330142369261,10.25,0.0631012823432684,0.10492537915706635,0,-0.10278135538101196,0,0,10.25,0.4651330142369261
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.5030656307935715,-0.3285788595676422,0.19998916797339916,5.0,0.13272886350750923,0.2791379392147064,0,-0.5030656307935715,0,0,5.0,0.19998916797339916
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.06269462406635284,0.10529015958309174,0.1993022082024254,9.25,0.08275263756513596,0.09214207530021667,0,0.06269462406635284,0,0,9.25,0.1993022082024254
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.143236942589283,0.4155424237251282,0.300820529460907,3.75,-0.030198242515325546,0.104213185608387,0,0.143236942589283,0,0,3.75,0.300820529460907
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.08229798078536987,0.08969574421644211,0.3405558140948415,6.0,0.09262649714946747,0.10917912423610687,0,0.08229798078536987,0,0,6.0,0.3405558140948415
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.03844347596168518,0.26001718640327454,0.30530379246920347,1.0,0.18892543762922287,0.2837722897529602,0,0.03844347596168518,0,0,1.0,0.30530379246920347
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.010476112365722656,0.23649628460407257,0.6966507136821747,1.25,0.20612863823771477,0.30416178703308105,0,0.010476112365722656,0,0,1.25,0.6966507136821747
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.2785786837339401,-0.21695315837860107,0.27905563451349735,4.75,0.13870026916265488,0.19462376832962036,0,-0.2785786837339401,0,0,4.75,0.27905563451349735
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.44848906341940165,0.9061821699142456,0.4511953156616073,10.5,0.2600250691175461,0.4212892949581146,0,0.44848906341940165,0,0,10.5,0.4511953156616073
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.10549712926149368,-0.07783828675746918,0.11276634223759174,5.0,0.1350608877837658,0.1831662654876709,0,-0.10549712926149368,0,0,5.0,0.11276634223759174
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.13584410399198532,-0.09037753939628601,0.326516330242157,3.0,0.3711251951754093,0.6387268900871277,0,-0.13584410399198532,0,0,3.0,0.326516330242157
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.07391728460788727,0.3607347905635834,0.36658461188471847,14.25,0.03270452283322811,0.10016684234142303,0,-0.07391728460788727,0,0,14.25,0.36658461188471847
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.32285023480653763,-0.23776628077030182,0.2758262602146715,2.25,0.30412372946739197,0.3700854778289795,0,-0.32285023480653763,0,0,2.25,0.2758262602146715
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.14283869229257107,0.3211899995803833,0.39012145722335845,14.0,0.33250341564416885,0.4567101001739502,0,0.14283869229257107,0,0,14.0,0.39012145722335845
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.2535253018140793,-0.10632503032684326,0.5627022683620453,1.25,0.31485260277986526,0.43716147541999817,0,-0.2535253018140793,0,0,1.25,0.5627022683620453
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.23286251723766327,-0.09983295202255249,0.3837596923112869,2.0,0.2540120780467987,0.3220261335372925,0,-0.23286251723766327,0,0,2.0,0.3837596923112869
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.3918869737535715,0.049803268164396286,0.37146530859172344,4.75,0.03084075078368187,0.1133246123790741,0,-0.3918869737535715,0,0,4.75,0.37146530859172344
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.3531276434659958,0.39332064986228943,0.06878927830257453,9.875,0.24426671117544174,0.30765965580940247,0,0.3531276434659958,0,0,9.875,0.06878927830257453
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.03290349245071411,0.1946205496788025,0.3571447106078267,6.0,0.2838262729346752,0.46428295969963074,0,0.03290349245071411,0,0,6.0,0.3571447106078267
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.16155726090073586,-0.03486413508653641,0.12044255994260311,3.0,0.4010619670152664,0.5799717307090759,0,-0.16155726090073586,0,0,3.0,0.12044255994260311
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.4596179723739624,0.5202019214630127,0.039644810238314676,13.0,0.2991590276360512,0.5311315059661865,0,0.4596179723739624,0,0,13.0,0.039644810238314676
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.12758540362119675,0.15397138893604279,0.3700420029927045,8.875,0.3464305251836777,0.5839762091636658,0,-0.12758540362119675,0,0,8.875,0.3700420029927045
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.10807518288493156,0.26816409826278687,0.4216248244047165,0.0,0.17069247364997864,0.18643948435783386,0,0.10807518288493156,0,0,0.0,0.4216248244047165
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.07882654666900635,0.23924511671066284,0.12510480359196663,4.5,0.2039869762957096,0.3513479232788086,0,0.07882654666900635,0,0,4.5,0.12510480359196663
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.4049767330288887,0.1350594013929367,0.1046515616162651,12.75,0.23968201456591487,0.4642409682273865,0,-0.4049767330288887,0,0,12.75,0.1046515616162651
Qwen2.5-7B-Instruct,0,medqa,,0,1,0.1307290717959404,0.5067114233970642,0.4018893986940384,2.25,0.2752089500427246,0.3525896966457367,0,0.1307290717959404,0,0,2.25,0.4018893986940384
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.20152612030506134,-0.0847855806350708,0.3766218968303292,11.0,0.20121506974101067,0.31884974241256714,0,-0.20152612030506134,0,0,11.0,0.3766218968303292
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.05351613461971283,0.3628915548324585,0.2698179818119115,16.625,0.12346825748682022,0.1563703715801239,0,-0.05351613461971283,0,0,16.625,0.2698179818119115
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.13421469926834106,0.39598900079727173,0.08604743517935276,5.75,0.1605680137872696,0.2767568826675415,0,0.13421469926834106,0,0,5.75,0.08604743517935276
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.70753532089293,-0.04429279640316963,0.606445886194706,0.5,0.2690373435616493,0.35615018010139465,0,-0.70753532089293,0,0,0.5,0.606445886194706
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.044579601963050663,0.09257088601589203,0.5668697953224182,3.25,0.19635794311761856,0.24188801646232605,0,0.044579601963050663,0,0,3.25,0.5668697953224182
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.09181385859847069,-0.03222552686929703,0.35178478551097214,8.5,0.15582451224327087,0.2208680957555771,0,-0.09181385859847069,0,0,8.5,0.35178478551097214
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.2502205967903137,0.2672322392463684,0.3784371669171378,9.0,0.2948215641081333,0.4887378513813019,0,-0.2502205967903137,0,0,9.0,0.3784371669171378
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.29593425989151,0.3256693184375763,0.2980327932164073,6.25,0.2107444703578949,0.2721731960773468,0,0.29593425989151,0,0,6.25,0.2980327932164073
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.11027315258979797,0.3147059679031372,0.4115493963472545,6.75,0.05117685720324516,0.2272959202528,0,-0.11027315258979797,0,0,6.75,0.4115493963472545
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.2808898091316223,0.388316810131073,0.04590456234291196,7.5,0.26475372165441513,0.386774480342865,0,0.2808898091316223,0,0,7.5,0.04590456234291196
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.3557356745004654,-0.3016602396965027,0.23710399121046066,2.75,0.2413547858595848,0.36383551359176636,0,-0.3557356745004654,0,0,2.75,0.23710399121046066
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.29220915073528886,0.013641352765262127,0.33771162475750316,10.875,0.039774972945451736,0.16899101436138153,0,-0.29220915073528886,0,0,10.875,0.33771162475750316
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.32012106478214264,0.3354482054710388,0.29866687720641494,6.25,0.4479949623346329,0.5076069831848145,0,0.32012106478214264,0,0,6.25,0.29866687720641494
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.23037106543779373,-0.12407414615154266,0.34784432500600815,3.75,0.27031784504652023,0.2984539866447449,0,-0.23037106543779373,0,0,3.75,0.34784432500600815
Qwen2.5-7B-Instruct,0,medqa,,0,1,0.04427706450223923,0.19783064723014832,0.30247291177511215,5.5,0.18955379258841276,0.3751817047595978,0,0.04427706450223923,0,0,5.5,0.30247291177511215
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.13982311729341745,-0.01844649203121662,0.253624616903835,11.5,0.05371711775660515,0.09470213204622269,0,-0.13982311729341745,0,0,11.5,0.253624616903835
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.08877290319651365,-0.023961802944540977,0.10496820580738131,12.0,0.17937359027564526,0.3344144821166992,0,-0.08877290319651365,0,0,12.0,0.10496820580738131
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.2880306728184223,-0.1124332919716835,0.20347820408642292,5.375,0.007660934701561928,0.07292084395885468,0,-0.2880306728184223,0,0,5.375,0.20347820408642292
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.3345658928155899,-0.27035874128341675,0.45797685720026493,5.25,0.19826973229646683,0.24558202922344208,0,-0.3345658928155899,0,0,5.25,0.45797685720026493
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.15324360132217407,0.1587022989988327,0.22710447863209993,8.5,0.1893116980791092,0.2520048916339874,0,0.15324360132217407,0,0,8.5,0.22710447863209993
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.3745880424976349,0.4950525462627411,0.22681533661670983,7.375,0.0959988422691822,0.1647661328315735,0,0.3745880424976349,0,0,7.375,0.22681533661670983
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.014502912759780884,0.0311342291533947,0.10600955225527287,3.25,0.19454696029424667,0.3227101266384125,0,-0.014502912759780884,0,0,3.25,0.10600955225527287
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.2964407950639725,0.3404611349105835,0.3113983332891621,14.75,0.23921656608581543,0.3702525794506073,0,0.2964407950639725,0,0,14.75,0.3113983332891621
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.33654486387968063,-0.1363426297903061,0.16777758515672758,9.75,0.3424307107925415,0.46209245920181274,0,-0.33654486387968063,0,0,9.75,0.16777758515672758
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.6125247627496719,0.16178593039512634,0.6104995310306549,1.25,0.21626771613955498,0.3690459132194519,0,-0.6125247627496719,0,0,1.25,0.6104995310306549
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.027787608094513416,0.06880691647529602,0.24814371401771496,13.5,0.2327941320836544,0.3549015522003174,0,0.027787608094513416,0,0,13.5,0.24814371401771496
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.10611538589000702,0.2824936509132385,0.6464917063713074,1.25,0.3363681733608246,0.48132145404815674,0,0.10611538589000702,0,0,1.25,0.6464917063713074
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.02151457965373993,0.3325032591819763,0.3549568800954148,8.5,0.2734392061829567,0.43994662165641785,0,-0.02151457965373993,0,0,8.5,0.3549568800954148
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.13154907524585724,0.17464236915111542,0.11615382181480527,6.75,0.21042147278785706,0.36520129442214966,0,0.13154907524585724,0,0,6.75,0.11615382181480527
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.07092300243675709,-0.01396823301911354,0.1749821901321411,4.5,0.14911319687962532,0.21535620093345642,0,-0.07092300243675709,0,0,4.5,0.1749821901321411
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.11466871574521065,0.04327844828367233,0.22065972536802292,3.5,0.2104083076119423,0.2799990177154541,0,-0.11466871574521065,0,0,3.5,0.22065972536802292
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.23155982047319412,0.05171005427837372,0.38513479274115525,11.5,0.06120326556265354,0.15800347924232483,0,-0.23155982047319412,0,0,11.5,0.38513479274115525
Qwen2.5-7B-Instruct,0,medqa,,0,1,-0.6793415546417236,-0.2756587266921997,0.8220016360282898,0.25,0.25035202503204346,0.2999260723590851,0,-0.6793415546417236,0,0,0.25,0.8220016360282898
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.2914803270250559,0.026797425001859665,0.2629308933392167,6.0,0.16011922806501389,0.21212008595466614,0,-0.2914803270250559,0,0,6.0,0.2629308933392167
Qwen2.5-7B-Instruct,0,medqa,,0,1,0.04889922961592674,0.1271313577890396,0.5314257815480232,3.25,0.2309592366218567,0.3177124261856079,0,0.04889922961592674,0,0,3.25,0.5314257815480232
Qwen2.5-7B-Instruct,0,medqa,,0,1,0.03729471564292908,0.11726288497447968,0.38152433373034,5.0,0.13226180151104927,0.15204720199108124,0,0.03729471564292908,0,0,5.0,0.38152433373034
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.29852553457021713,-0.24720610678195953,0.4683002233505249,1.0,0.15990446880459785,0.2572297155857086,0,-0.29852553457021713,0,0,1.0,0.4683002233505249
Qwen2.5-7B-Instruct,0,medqa,,1,1,0.009191803634166718,0.04709670692682266,0.3655102699995041,4.0,0.3203238248825073,0.5431621074676514,0,0.009191803634166718,0,0,4.0,0.3655102699995041
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.06088021770119667,0.06000838428735733,0.4081082879129099,10.75,0.18321336060762405,0.246993288397789,0,-0.06088021770119667,0,0,10.75,0.4081082879129099
Qwen2.5-7B-Instruct,0,medqa,,1,1,-0.20592309534549713,-0.16301654279232025,0.5057675838470459,1.75,0.27446356415748596,0.39748698472976685,0,-0.20592309534549713,0,0,1.75,0.5057675838470459
Qwen2.5-7B-Instruct,2,mmlu,,1,1,-0.16287752240896225,0.1598282903432846,0.2671326476847753,10.875,0.12559998407959938,0.13858212530612946,0,-0.16287752240896225,0,0,10.875,0.2671326476847753
Qwen2.5-7B-Instruct,2,mmlu,,1,1,-0.1329628974199295,0.22891759872436523,0.046413766453042626,8.5,0.3238516189157963,0.5923150777816772,0,-0.1329628974199295,0,0,8.5,0.046413766453042626
Qwen2.5-7B-Instruct,2,mmlu,,1,1,0.04202864319086075,0.24699163436889648,0.22975126653909683,5.25,0.2182232216000557,0.29838255047798157,0,0.04202864319086075,0,0,5.25,0.22975126653909683
Qwen2.5-7B-Instruct,2,mmlu,,1,1,0.4160480946302414,0.476672500371933,0.16562945488840342,6.0,0.2816847339272499,0.3555815517902374,0,0.4160480946302414,0,0,6.0,0.16562945488840342
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.0825091153383255,0.3207588493824005,0.07755589365842752,9.625,0.14881780743598938,0.17009380459785461,0,-0.0825091153383255,0,0,9.625,0.07755589365842752
Qwen2.5-7B-Instruct,2,mmlu,,0,1,0.09784160647541285,0.19500163197517395,0.0208560423925519,7.0,0.2504594773054123,0.4579906165599823,0,0.09784160647541285,0,0,7.0,0.0208560423925519
Qwen2.5-7B-Instruct,2,mmlu,,0,0,0.23791248351335526,0.27231156826019287,0.3381951628252864,6.25,0.3455209955573082,0.4567720592021942,0,0.23791248351335526,0,0,6.25,0.3381951628252864
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.2297778157517314,-0.02126131020486355,0.1604307859194023,16.375,0.14356275647878647,0.2109026312828064,0,-0.2297778157517314,0,0,16.375,0.1604307859194023
Qwen2.5-7B-Instruct,2,mmlu,,1,1,0.02522837370634079,0.1714990735054016,0.06442977115511894,5.125,0.30429019778966904,0.4584769010543823,0,0.02522837370634079,0,0,5.125,0.06442977115511894
Qwen2.5-7B-Instruct,2,mmlu,,0,0,-0.6438232660293579,-0.3399614691734314,0.03668061876669526,5.25,0.33847805857658386,0.5533919334411621,0,-0.6438232660293579,0,0,5.25,0.03668061876669526
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.12432079017162323,0.14003995060920715,0.5643464517411303,14.75,0.18940497189760208,0.2108551561832428,0,-0.12432079017162323,0,0,14.75,0.5643464517411303
Qwen2.5-7B-Instruct,2,mmlu,,0,0,-0.12744800001382828,-0.06799875199794769,0.38949746266007423,3.75,0.28813399747014046,0.47134754061698914,0,-0.12744800001382828,0,0,3.75,0.38949746266007423
Qwen2.5-7B-Instruct,2,mmlu,,0,1,-0.06779567897319794,0.3444425165653229,0.7282946109771729,1.25,0.20418544113636017,0.2582242786884308,0,-0.06779567897319794,0,0,1.25,0.7282946109771729
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.017703384160995483,0.40038028359413147,0.04851181525737047,4.25,0.2364233285188675,0.34448447823524475,0,0.017703384160995483,0,0,4.25,0.04851181525737047
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.5706753730773926,0.11235237121582031,0.07257501420099288,7.75,0.35039717704057693,0.5502004623413086,0,-0.5706753730773926,0,0,7.75,0.07257501420099288
Qwen2.5-7B-Instruct,2,mmlu,,1,1,0.18279680982232094,0.2542244791984558,0.5167947039008141,6.625,0.24442525580525398,0.3897252082824707,0,0.18279680982232094,0,0,6.625,0.5167947039008141
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.16407695412635803,0.22415482997894287,0.10876610926788999,13.375,0.18835997954010963,0.256557434797287,0,0.16407695412635803,0,0,13.375,0.10876610926788999
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.015208065509796143,0.44929298758506775,0.1848403826916183,12.75,0.21562330424785614,0.2801971435546875,0,0.015208065509796143,0,0,12.75,0.1848403826916183
Qwen2.5-7B-Instruct,2,mmlu,,1,1,-0.04368995130062103,0.10973408818244934,0.16052995942300186,10.5,0.2962450161576271,0.43754324316978455,0,-0.04368995130062103,0,0,10.5,0.16052995942300186
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.33951133489608765,-0.2051907181739807,0.04104933864437044,4.25,0.16145570948719978,0.2397727221250534,0,-0.33951133489608765,0,0,4.25,0.04104933864437044
Qwen2.5-7B-Instruct,2,mmlu,,0,1,-0.3898981660604477,0.4992147982120514,0.5353728979825974,3.0,0.13722654804587364,0.1745341271162033,0,-0.3898981660604477,0,0,3.0,0.5353728979825974
Qwen2.5-7B-Instruct,2,mmlu,,1,1,-0.060456790030002594,0.212566539645195,0.09107658016728237,10.125,0.170766721945256,0.3417190909385681,0,-0.060456790030002594,0,0,10.125,0.09107658016728237
Qwen2.5-7B-Instruct,2,mmlu,,0,0,-0.19570672512054443,0.0372595489025116,0.47257352620363235,0.5,0.2407151162624359,0.27319246530532837,0,-0.19570672512054443,0,0,0.5,0.47257352620363235
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.17774639278650284,0.2878035604953766,0.17591915745288134,9.0,0.12972841784358025,0.19323554635047913,0,0.17774639278650284,0,0,9.0,0.17591915745288134
Qwen2.5-7B-Instruct,2,mmlu,,0,1,0.1466491436585784,0.2797951102256775,0.3139154314994812,2.0,0.2152496501803398,0.34922879934310913,0,0.1466491436585784,0,0,2.0,0.3139154314994812
Qwen2.5-7B-Instruct,2,mmlu,,1,1,-0.28102901577949524,0.2572450041770935,0.425529345870018,2.0,0.19994299858808517,0.2061738669872284,0,-0.28102901577949524,0,0,2.0,0.425529345870018
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.4470678325742483,0.043460357934236526,0.029854321640868875,14.375,-0.004241009242832661,0.017196593806147575,0,-0.4470678325742483,0,0,14.375,0.029854321640868875
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.22577188722789288,0.046425286680459976,0.20538998069241643,7.75,0.23505953699350357,0.33856141567230225,0,-0.22577188722789288,0,0,7.75,0.20538998069241643
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.050366297364234924,0.14495141804218292,0.1167546696960926,6.375,0.21979881823062897,0.26232779026031494,0,0.050366297364234924,0,0,6.375,0.1167546696960926
Qwen2.5-7B-Instruct,2,mmlu,,0,0,-0.7686499953269958,-0.6339122653007507,0.9993123412132263,1.25,0.3450838178396225,0.48145607113838196,0,-0.7686499953269958,0,0,1.25,0.9993123412132263
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.20302264019846916,-0.041979216039180756,0.40783157222904265,8.5,0.15198327600955963,0.15400968492031097,0,-0.20302264019846916,0,0,8.5,0.40783157222904265
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.001232445240020752,0.25999921560287476,0.3584114760160446,3.75,0.36645133793354034,0.6796303391456604,0,0.001232445240020752,0,0,3.75,0.3584114760160446
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.08443844318389893,0.30780908465385437,0.4726459759112913,9.875,0.26091306284070015,0.4643045663833618,0,0.08443844318389893,0,0,9.875,0.4726459759112913
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.026404738426208496,0.27134230732917786,0.18820095676346682,9.875,0.29544223099946976,0.5729395151138306,0,-0.026404738426208496,0,0,9.875,0.18820095676346682
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.2955102473497391,-0.16514110565185547,0.2643161714076996,4.25,0.14046525582671165,0.16885416209697723,0,-0.2955102473497391,0,0,4.25,0.2643161714076996
Qwen2.5-7B-Instruct,2,mmlu,,0,0,-0.07841901481151581,0.26569345593452454,0.034273530705831945,10.375,0.30993323028087616,0.4244668185710907,0,-0.07841901481151581,0,0,10.375,0.034273530705831945
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.359850749373436,0.10827574133872986,0.8297690749168396,1.5,0.1298958994448185,0.16878198087215424,0,-0.359850749373436,0,0,1.5,0.8297690749168396
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.17547497898340225,0.2845022678375244,0.35802011952910107,12.25,0.19625882431864738,0.273587167263031,0,0.17547497898340225,0,0,12.25,0.35802011952910107
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.9050857424736023,-0.23016011714935303,0.013873298856196925,9.75,0.17998023331165314,0.2078005075454712,0,-0.9050857424736023,0,0,9.75,0.013873298856196925
Qwen2.5-7B-Instruct,2,mmlu,,0,0,-0.03579346975311637,-0.005006152205169201,0.19445684436232114,14.5,0.2551748678088188,0.3657975196838379,0,-0.03579346975311637,0,0,14.5,0.19445684436232114
Qwen2.5-7B-Instruct,2,mmlu,,0,1,-0.33067698776721954,-0.17999091744422913,0.32355379685759544,1.0,0.2442077249288559,0.35627761483192444,0,-0.33067698776721954,0,0,1.0,0.32355379685759544
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.1422719694674015,0.3419269323348999,0.24730179801645136,14.25,0.12320603802800179,0.12903471291065216,0,0.1422719694674015,0,0,14.25,0.24730179801645136
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.02625509351491928,0.2090950459241867,0.2835399666801095,7.5,0.3300033360719681,0.47907334566116333,0,-0.02625509351491928,0,0,7.5,0.2835399666801095
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.5882168933749199,0.15962471067905426,0.02655315288575366,9.5,0.18082553893327713,0.1850917488336563,0,-0.5882168933749199,0,0,9.5,0.02655315288575366
Qwen2.5-7B-Instruct,2,mmlu,,0,1,0.3380009476095438,0.6168963313102722,0.31782662868499756,2.75,0.2820203937590122,0.5468236207962036,0,0.3380009476095438,0,0,2.75,0.31782662868499756
Qwen2.5-7B-Instruct,2,mmlu,,1,1,0.1060140710324049,0.16504453122615814,0.0791613458422944,8.75,0.11899019405245781,0.1321081817150116,0,0.1060140710324049,0,0,8.75,0.0791613458422944
Qwen2.5-7B-Instruct,2,mmlu,,1,1,-0.6198734138160944,-0.04791082814335823,0.29342904828081373,11.125,0.13507147692143917,0.23896116018295288,0,-0.6198734138160944,0,0,11.125,0.29342904828081373
Qwen2.5-7B-Instruct,2,mmlu,,1,0,-0.3393808901309967,-0.24207603931427002,0.15977233997546136,2.25,0.3976001664996147,0.6456995010375977,0,-0.3393808901309967,0,0,2.25,0.15977233997546136
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.3410279452800751,0.35230913758277893,0.33672138405609076,14.5,0.2268618792295456,0.2366899698972702,0,0.3410279452800751,0,0,14.5,0.33672138405609076
Qwen2.5-7B-Instruct,2,mmlu,,1,1,-0.029577746987342834,0.27008339762687683,0.08538962714374065,3.75,0.36792057007551193,0.5923231244087219,0,-0.029577746987342834,0,0,3.75,0.08538962714374065
Qwen2.5-7B-Instruct,2,mmlu,,1,0,0.05044979602098465,0.23751074075698853,0.3039724519185256,9.75,0.23743514716625214,0.32036471366882324,0,0.05044979602098465,0,0,9.75,0.3039724519185256
