alpha,mean_MFL,std_MFL,num_models
0.0,0.24767857142857141,0.1260601725043907,4
2.0,0.27,0.09981232388838564,4
5.0,0.268125,0.10300750882824028,4
10.0,0.25071428571428567,0.13140454943511243,4
