model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit,avg_proj
Qwen3-8B,0,mmlu,,1,0,-1.0710535496473312,-0.04509100317955017,0.3491265712073073,10.5,0.12706726416945457,0.33458539843559265,0,-1.0710535496473312
Qwen3-8B,0,mmlu,,1,1,-1.194570891559124,-0.19777201116085052,0.28383638616651297,6.75,0.2806147038936615,0.4260454475879669,0,-1.194570891559124
Qwen3-8B,0,mmlu,,0,0,-1.5111529529094696,-0.28497761487960815,0.3803180605173111,4.25,0.12217634078115225,0.2580379545688629,0,-1.5111529529094696
Qwen3-8B,0,mmlu,,1,1,-1.3123839795589447,-0.33592814207077026,0.4542484264820814,5.5,0.18757178261876106,0.2817138135433197,0,-1.3123839795589447
Qwen3-8B,0,mmlu,,1,1,-1.3422806859016418,-0.15388357639312744,0.3059989409521222,7.125,0.17697615921497345,0.491568922996521,0,-1.3422806859016418
Qwen3-8B,0,mmlu,,0,0,-2.034578889608383,-0.9371151328086853,0.8272767066955566,0.75,0.2636059336364269,0.5377339720726013,0,-2.034578889608383
Qwen3-8B,0,mmlu,,1,0,-0.9361567273736,0.08517567813396454,0.3340099826455116,2.875,0.11285926564596593,0.21839526295661926,0,-0.9361567273736
Qwen3-8B,0,mmlu,,0,1,-1.503110159188509,0.10622861236333847,0.46266116201877594,2.625,0.2744594942778349,0.5172556042671204,0,-1.503110159188509
Qwen3-8B,0,mmlu,,0,1,-1.5500993877649307,-0.46023204922676086,0.8089026808738708,0.125,0.16161247715353966,0.25104641914367676,0,-1.5500993877649307
Qwen3-8B,0,mmlu,,1,0,-1.216008573770523,-0.20857912302017212,0.32731142680859193,8.875,0.1707574911415577,0.45018336176872253,0,-1.216008573770523
Qwen3-8B,0,mmlu,,1,0,-1.0127366804517806,0.003232712857425213,0.3368335943669081,5.5,0.2221922054886818,0.2891618609428406,0,-1.0127366804517806
Qwen3-8B,0,mmlu,,1,0,-1.6628671884536743,-0.8960161209106445,0.4085776098072529,6.5,0.23631923459470272,0.44397053122520447,0,-1.6628671884536743
Qwen3-8B,0,mmlu,,0,0,-1.9705024063587189,-0.7894449830055237,0.8751198053359985,0.75,0.23367003351449966,0.288735955953598,0,-1.9705024063587189
Qwen3-8B,0,mmlu,,1,0,-1.8063123226165771,-1.0013306140899658,0.12421968951821327,3.625,0.20126842707395554,0.3261549472808838,0,-1.8063123226165771
Qwen3-8B,0,mmlu,,1,0,-0.9771280437707901,-0.1903877556324005,0.5812527537345886,2.625,0.20750945759937167,0.4045451581478119,0,-0.9771280437707901
Qwen3-8B,0,mmlu,,1,0,-1.1293918639421463,0.0735226571559906,0.4998933784663677,8.25,0.12964997440576553,0.1463412046432495,0,-1.1293918639421463
Qwen3-8B,0,mmlu,,1,0,-1.102836076170206,-0.09508837014436722,0.3554257925134152,8.0,0.23838724941015244,0.3705679178237915,0,-1.102836076170206
Qwen3-8B,0,mmlu,,1,0,-0.7386367172002792,0.2500061094760895,0.42033197672571987,10.25,0.10044784843921661,0.15858562290668488,0,-0.7386367172002792
Qwen3-8B,0,mmlu,,0,0,-1.6697258055210114,-0.3611755967140198,0.7448250949382782,0.75,0.14158620312809944,0.19986940920352936,0,-1.6697258055210114
Qwen3-8B,0,mmlu,,1,0,-1.5570781230926514,-0.36457252502441406,0.6126316636800766,2.0,0.04989452101290226,0.14262531697750092,0,-1.5570781230926514
Qwen3-8B,0,mmlu,,1,0,-0.8191667422652245,0.14577873051166534,0.1385756223462522,9.625,0.12679127603769302,0.29572880268096924,0,-0.8191667422652245
Qwen3-8B,0,mmlu,,1,0,-0.9950481206178665,-0.16625455021858215,0.44664411433041096,6.0,0.15809984877705574,0.3001277446746826,0,-0.9950481206178665
Qwen3-8B,0,mmlu,,0,0,-1.0453572124242783,-0.06558343768119812,0.12883986090309918,8.25,0.23826511576771736,0.35857105255126953,0,-1.0453572124242783
Qwen3-8B,0,mmlu,,1,1,-1.2462368570268154,-0.12354051321744919,0.28542142175137997,7.0,0.26676228642463684,0.35984641313552856,0,-1.2462368570268154
Qwen3-8B,0,mmlu,,1,0,-1.0239331163465977,0.10030924528837204,0.37563633918762207,4.375,0.11392029002308846,0.24866096675395966,0,-1.0239331163465977
Qwen3-8B,0,mmlu,,1,0,-1.4522103071212769,-0.2263202667236328,0.38305665692314506,6.875,0.19682244211435318,0.32395267486572266,0,-1.4522103071212769
Qwen3-8B,0,mmlu,,1,0,-1.0349997226148844,0.02761293575167656,0.44617133354768157,8.125,0.1999988630414009,0.29855963587760925,0,-1.0349997226148844
Qwen3-8B,0,mmlu,,0,1,-1.1372734978795052,0.05339847505092621,0.2710966020822525,4.5,0.23049245029687881,0.3347284495830536,0,-1.1372734978795052
Qwen3-8B,0,mmlu,,1,1,-1.4884493947029114,-0.47494685649871826,0.24449857138097286,5.75,0.1859409660100937,0.44170793890953064,0,-1.4884493947029114
Qwen3-8B,0,mmlu,,1,1,-1.1155974864959717,-0.159041166305542,0.29289677180349827,6.25,0.3003322407603264,0.42771825194358826,0,-1.1155974864959717
Qwen3-8B,0,mmlu,,1,0,-0.9899822631850839,-0.01630130596458912,0.4348258525133133,2.625,0.10911024734377861,0.27712488174438477,0,-0.9899822631850839
Qwen3-8B,0,mmlu,,1,0,-0.7681087255477905,0.3099583387374878,0.3720378279685974,9.375,0.23017209023237228,0.30700600147247314,0,-0.7681087255477905
Qwen3-8B,0,mmlu,,1,1,-1.6028077900409698,-0.6011179089546204,0.14691925048828125,3.75,0.160807017236948,0.33790549635887146,0,-1.6028077900409698
Qwen3-8B,0,mmlu,,1,0,-1.2883267104625702,-0.3597840666770935,0.49034260428743437,9.75,0.33916331082582474,0.4952608346939087,0,-1.2883267104625702
Qwen3-8B,0,mmlu,,1,0,-0.9391366094350815,0.14632108807563782,0.263874267693609,8.0,0.0891056377440691,0.23881001770496368,0,-0.9391366094350815
Qwen3-8B,0,mmlu,,1,1,-1.7778694331645966,-0.9495751261711121,0.31520457565784454,3.875,0.2788194492459297,0.46243393421173096,0,-1.7778694331645966
Qwen3-8B,0,mmlu,,1,0,-1.156422145664692,-0.22681666910648346,0.42457375675439835,3.625,0.27129144221544266,0.4574137032032013,0,-1.156422145664692
Qwen3-8B,0,mmlu,,1,0,-0.9011949775740504,-0.019023394212126732,0.21382460556924343,6.625,0.2597990073263645,0.449240505695343,0,-0.9011949775740504
Qwen3-8B,0,mmlu,,1,0,-0.38457159724618706,0.9798215627670288,0.4442626636492995,9.75,0.044062468622412,0.3590986430644989,0,-0.38457159724618706
