model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit
Qwen2.5-7B-Instruct,0,mmlu,,1,1,3.0314478874206543,6.062895774841309,0.20374538107807894,14.125,0.13400918990373611,0.15904588997364044,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,4.237364292144775,8.47472858428955,0.4700463265180588,1.0,0.20783207938075066,0.3456265926361084,0
Qwen2.5-7B-Instruct,0,mmlu,,1,1,2.8848721981048584,5.769744396209717,0.07697738730348647,7.125,0.1472514010965824,0.21916814148426056,0
Qwen2.5-7B-Instruct,0,mmlu,,0,1,2.718309164047241,5.436618328094482,0.36872037686407566,5.25,0.20760349184274673,0.31633004546165466,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,5.043529510498047,6.409346580505371,0.051379804234102266,15.5,0.2285272255539894,0.40783706307411194,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,3.757662773132324,7.515325546264648,0.8323366045951843,0.75,0.12175003439188004,0.17491397261619568,0
Qwen2.5-7B-Instruct,0,mmlu,,0,1,3.99751353263855,7.9950270652771,0.26588381826877594,1.5,0.2573835030198097,0.3498634099960327,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,3.337923765182495,6.67584753036499,0.3090164859313518,11.25,0.31462183594703674,0.3344108760356903,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,3.597762107849121,7.195524215698242,0.40805426239967346,1.25,0.22911084443330765,0.23261892795562744,0
Qwen2.5-7B-Instruct,0,mmlu,,1,1,3.024785041809082,6.049570083618164,0.472776096627058,12.125,0.12021368462592363,0.21311631798744202,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,5.916319727897644,8.288177490234375,0.16356072627240792,10.75,0.03709983266890049,0.09935785830020905,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,2.978147506713867,5.956295013427734,0.2936475894020987,12.375,0.07218466605991125,0.12677016854286194,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,4.024163722991943,8.048327445983887,0.5903341770172119,0.75,0.26752373948693275,0.4111233949661255,0
Qwen2.5-7B-Instruct,0,mmlu,,1,1,2.8315720558166504,5.663144111633301,0.08283376523377228,14.75,0.21979255974292755,0.3407622277736664,0
Qwen2.5-7B-Instruct,0,mmlu,,0,0,3.024785041809082,6.049570083618164,0.47263333573937416,0.5,0.14516352489590645,0.22198538482189178,0
Qwen2.5-7B-Instruct,0,mmlu,,1,1,2.6849966049194336,5.369993209838867,0.2672316818352556,10.5,0.2933741882443428,0.40823403000831604,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.031447649002075,6.06289529800415,0.17893208598252386,8.0,0.2871011309325695,0.534756064414978,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,2.9914727210998535,5.982945442199707,0.2592447847418953,10.5,0.28661495447158813,0.3659787178039551,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.437861442565918,6.875722885131836,0.33652631117001874,12.375,-0.018984103575348854,0.04745841398835182,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.391223907470703,6.782447814941406,0.3740784237161279,5.75,0.3151548020541668,0.5580081343650818,0
Qwen2.5-7B-Instruct,0,mmlu,,1,1,3.597762107849121,7.195524215698242,0.1737989529647166,11.25,0.04005764424800873,0.209641695022583,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.651062488555908,7.302124977111816,0.02812184036815779,15.0,0.10168667323887348,0.2485649287700653,0
